error,participant,block,condition,colour,category
0.25,cm,2,Correspondence,blue4,blue
0.25,cm,2,Correspondence,green1,green
0.75,cm,2,Correspondence,green2,green
0,cm,2,Correspondence,green3,green
0,cm,2,Correspondence,green4,green
0,cm,2,Correspondence,purple1,purple
0.5,cm,2,Correspondence,purple2,purple
0.25,cm,2,Correspondence,purple3,purple
0.25,cm,2,Correspondence,purple4,purple
0,cm,2,Correspondence,red1,red
0,cm,2,Correspondence,red2,red
0,cm,2,Correspondence,red3,red
0,cm,2,Correspondence,red4,red
0.5,cn,0,Correspondence,blue1,blue
0.25,cn,0,Correspondence,blue2,blue
0.5,cn,0,Correspondence,blue3,blue
0.5,cn,0,Correspondence,blue4,blue
0.25,cn,0,Correspondence,green1,green
0.25,cn,0,Correspondence,green2,green
0.25,cn,0,Correspondence,green3,green
0.5,cn,0,Correspondence,green4,green
0.5,cn,0,Correspondence,purple1,purple
0.25,cn,0,Correspondence,purple2,purple
0.25,cn,0,Correspondence,purple3,purple
1,cn,0,Correspondence,purple4,purple
0,cn,0,Correspondence,red1,red
0.25,cn,0,Correspondence,red2,red
0.75,cn,0,Correspondence,red3,red
0.75,cn,0,Correspondence,red4,red
0.25,cn,1,Correspondence,blue1,blue
0.5,cn,1,Correspondence,blue2,blue
0,cn,1,Correspondence,blue3,blue
0.5,cn,1,Correspondence,blue4,blue
0.75,cn,1,Correspondence,green1,green
1,cn,1,Correspondence,green2,green
0.25,cn,1,Correspondence,green3,green
0.5,cn,1,Correspondence,green4,green
0,cn,1,Correspondence,purple1,purple
0.75,cn,1,Correspondence,purple2,purple
0.5,cn,1,Correspondence,purple3,purple
0.25,cn,1,Correspondence,purple4,purple
0.75,cn,1,Correspondence,red1,red
0.25,cn,1,Correspondence,red2,red
0.25,cn,1,Correspondence,red3,red
0,cn,1,Correspondence,red4,red
0,cn,2,Correspondence,blue1,blue
0.5,cn,2,Correspondence,blue2,blue
0.25,cn,2,Correspondence,blue3,blue
0.25,cn,2,Correspondence,blue4,blue
0.25,cn,2,Correspondence,green1,green
0.25,cn,2,Correspondence,green2,green
0.25,cn,2,Correspondence,green3,green
0.75,cn,2,Correspondence,green4,green
0.5,cn,2,Correspondence,purple1,purple
0.75,cn,2,Correspondence,purple2,purple
0.25,cn,2,Correspondence,purple3,purple
0.75,cn,2,Correspondence,purple4,purple
0.75,cn,2,Correspondence,red1,red
0,cn,2,Correspondence,red2,red
0.75,cn,2,Correspondence,red3,red
0.5,cn,2,Correspondence,red4,red
0.75,bk,0,Recall,blue1,blue
0.25,bk,0,Recall,blue2,blue
0,bk,0,Recall,blue3,blue
0.25,bk,0,Recall,blue4,blue
0.5,bk,0,Recall,green1,green
0,bk,0,Recall,green2,green
0,bk,0,Recall,green3,green
0.75,bk,0,Recall,green4,green
0,bk,0,Recall,purple1,purple
0,bk,0,Recall,purple2,purple
0.5,bk,0,Recall,purple3,purple
0.25,bk,0,Recall,purple4,purple
0,bk,0,Recall,red1,red
0,bk,0,Recall,red2,red
0.25,bk,0,Recall,red3,red
0.25,bk,0,Recall,red4,red
0.25,bk,1,Recall,blue1,blue
0.25,bk,1,Recall,blue2,blue
0.75,bk,1,Recall,blue3,blue
0,bk,1,Recall,blue4,blue
0.25,bk,1,Recall,green1,green
0.75,bk,1,Recall,green2,green
0.5,bk,1,Recall,green3,green
0.5,bk,1,Recall,green4,green
0.75,bk,1,Recall,purple1,purple
0.5,bk,1,Recall,purple2,purple
0.25,bk,1,Recall,purple3,purple
0.5,bk,1,Recall,purple4,purple
0.75,bk,1,Recall,red1,red
0,bk,1,Recall,red2,red
0.5,bk,1,Recall,red3,red
0.25,bk,1,Recall,red4,red
0.5,bk,2,Recall,blue1,blue
0,bk,2,Recall,blue2,blue
0.75,bk,2,Recall,blue3,blue
0.25,bk,2,Recall,blue4,blue
0,bk,2,Recall,green1,green
0.25,bk,2,Recall,green2,green
0.5,bk,2,Recall,green3,green
0.5,bk,2,Recall,green4,green
0.5,bk,2,Recall,purple1,purple
0.5,bk,2,Recall,purple2,purple
0.75,bk,2,Recall,purple3,purple
0.25,bk,2,Recall,purple4,purple
0.25,bk,2,Recall,red1,red
0.5,bk,2,Recall,red2,red
0.25,bk,2,Recall,red3,red
0.5,bk,2,Recall,red4,red
0,bl,0,Recall,blue1,blue
0.25,bl,0,Recall,blue2,blue
0,bl,0,Recall,blue3,blue
0,bl,0,Recall,blue4,blue
0,bl,0,Recall,green1,green
0.25,bl,0,Recall,green2,green
0,bl,0,Recall,green3,green
0.25,bl,0,Recall,green4,green
0,bl,0,Recall,purple1,purple
0,bl,0,Recall,purple2,purple
0.25,bl,0,Recall,purple3,purple
0.25,bl,0,Recall,purple4,purple
0,bl,0,Recall,red1,red
0.25,bl,0,Recall,red2,red
0.5,bl,0,Recall,red3,red
0,bl,0,Recall,red4,red
0.25,bl,1,Recall,blue1,blue
0.25,bl,1,Recall,blue2,blue
0,bl,1,Recall,blue3,blue
0.25,bl,1,Recall,blue4,blue
0.25,bl,1,Recall,green1,green
0.25,bl,1,Recall,green2,green
0.25,bl,1,Recall,green3,green
0.25,bl,1,Recall,green4,green
0,bl,1,Recall,purple1,purple
0,bl,1,Recall,purple2,purple
0,bl,1,Recall,purple3,purple
0,bl,1,Recall,purple4,purple
0.25,bl,1,Recall,red1,red
0.25,bl,1,Recall,red2,red
0,bl,1,Recall,red3,red
0,bl,1,Recall,red4,red
0,bl,2,Recall,blue1,blue
0.25,bl,2,Recall,blue2,blue
0,bl,2,Recall,blue3,blue
0.5,bl,2,Recall,blue4,blue
0.25,bl,2,Recall,green1,green
0.25,bl,2,Recall,green2,green
0,bl,2,Recall,green3,green
0.25,bl,2,Recall,green4,green
0.5,bl,2,Recall,purple1,purple
0.25,bl,2,Recall,purple2,purple
0,bl,2,Recall,purple3,purple
0,bl,2,Recall,purple4,purple
0,bl,2,Recall,red1,red
0.25,bl,2,Recall,red2,red
0.25,bl,2,Recall,red3,red
0.25,bl,2,Recall,red4,red
0,bm,0,Recall,blue1,blue
0.75,bm,0,Recall,blue2,blue
0.25,bm,0,Recall,blue3,blue
0.25,bm,0,Recall,blue4,blue
0,bm,0,Recall,green1,green
0,bm,0,Recall,green2,green
0,bm,0,Recall,green3,green
0,bm,0,Recall,green4,green
0.5,bm,0,Recall,purple1,purple
0.5,bm,0,Recall,purple2,purple
0,bm,0,Recall,purple3,purple
0.25,bm,0,Recall,purple4,purple
0.25,bm,0,Recall,red1,red
0,bm,0,Recall,red2,red
0.75,bm,0,Recall,red3,red
0,bm,0,Recall,red4,red
0.75,bm,1,Recall,blue1,blue
0.5,bm,1,Recall,blue2,blue
0.25,bm,1,Recall,blue3,blue
0.75,bm,1,Recall,blue4,blue
0,bm,1,Recall,green1,green
0,bm,1,Recall,green2,green
0,bm,1,Recall,green3,green
0,bm,1,Recall,green4,green
0.5,bm,1,Recall,purple1,purple
0.75,bm,1,Recall,purple2,purple
0.25,bm,1,Recall,purple3,purple
0,bm,1,Recall,purple4,purple
0,bm,1,Recall,red1,red
0,bm,1,Recall,red2,red
0,bm,1,Recall,red3,red
0,bm,1,Recall,red4,red
0.75,bm,2,Recall,blue1,blue
0.75,bm,2,Recall,blue2,blue
0.5,bm,2,Recall,blue3,blue
0.5,bm,2,Recall,blue4,blue
0,bm,2,Recall,green1,green
0,bm,2,Recall,green2,green
0,bm,2,Recall,green3,green
0,bm,2,Recall,green4,green
0.5,bm,2,Recall,purple1,purple
0.5,bm,2,Recall,purple2,purple
0,bm,2,Recall,purple3,purple
0.5,bm,2,Recall,purple4,purple
0,bm,2,Recall,red1,red
0,bm,2,Recall,red2,red
0,bm,2,Recall,red3,red
0,bm,2,Recall,red4,red
0.25,bn,0,Recall,blue1,blue
0,bn,0,Recall,blue2,blue
0,bn,0,Recall,blue3,blue
0.75,bn,0,Recall,blue4,blue
0.5,bn,0,Recall,green1,green
0,bn,0,Recall,green2,green
0,bn,0,Recall,green3,green
0.5,bn,0,Recall,green4,green
0.75,bn,0,Recall,purple1,purple
0,bn,0,Recall,purple2,purple
0.75,bn,0,Recall,purple3,purple
0,bn,0,Recall,purple4,purple
0,bn,0,Recall,red1,red
0.75,bn,0,Recall,red2,red
0,bn,0,Recall,red3,red
0.5,bn,0,Recall,red4,red
0,bn,1,Recall,blue1,blue
0,bn,1,Recall,blue2,blue
0,bn,1,Recall,blue3,blue
0.75,bn,1,Recall,blue4,blue
0.5,bn,1,Recall,green1,green
0,bn,1,Recall,green2,green
0,bn,1,Recall,green3,green
0.75,bn,1,Recall,green4,green
0.75,bn,1,Recall,purple1,purple
0,bn,1,Recall,purple2,purple
0,bn,1,Recall,purple3,purple
0,bn,1,Recall,purple4,purple
0.75,bn,1,Recall,red1,red
0.25,bn,1,Recall,red2,red
0.5,bn,1,Recall,red3,red
0.25,bn,1,Recall,red4,red
0,bn,2,Recall,blue1,blue
0,bn,2,Recall,blue2,blue
0,bn,2,Recall,blue3,blue
0,bn,2,Recall,blue4,blue
0.5,bn,2,Recall,green1,green
0.25,bn,2,Recall,green2,green
0,bn,2,Recall,green3,green
0.75,bn,2,Recall,green4,green
0,bn,2,Recall,purple1,purple
0,bn,2,Recall,purple2,purple
0,bn,2,Recall,purple3,purple
0,bn,2,Recall,purple4,purple
0,bn,2,Recall,red1,red
0,bn,2,Recall,red2,red
0,bn,2,Recall,red3,red
0.5,bn,2,Recall,red4,red
0,ak,0,Mnemonic,blue1,blue
0.25,ak,0,Mnemonic,blue2,blue
0,ak,0,Mnemonic,blue3,blue
1,ak,0,Mnemonic,blue4,blue
0,ak,0,Mnemonic,green1,green
0,ak,0,Mnemonic,green2,green
0,ak,0,Mnemonic,green3,green
0,ak,0,Mnemonic,green4,green
0,ak,0,Mnemonic,purple1,purple
0.25,ak,0,Mnemonic,purple2,purple
0,ak,0,Mnemonic,purple3,purple
0,ak,0,Mnemonic,purple4,purple
0,ak,0,Mnemonic,red1,red
0,ak,0,Mnemonic,red2,red
0.25,ak,0,Mnemonic,red3,red
0.5,ak,0,Mnemonic,red4,red
0,ak,1,Mnemonic,blue1,blue
0.25,ak,1,Mnemonic,blue2,blue
0,ak,1,Mnemonic,blue3,blue
0,ak,1,Mnemonic,blue4,blue
0,ak,1,Mnemonic,green1,green
0.25,ak,1,Mnemonic,green2,green
0,ak,1,Mnemonic,green3,green
0.25,ak,1,Mnemonic,green4,green
0,ak,1,Mnemonic,purple1,purple
0.25,ak,1,Mnemonic,purple2,purple
0,ak,1,Mnemonic,purple3,purple
0,ak,1,Mnemonic,purple4,purple
0,ak,1,Mnemonic,red1,red
0,ak,1,Mnemonic,red2,red
0,ak,1,Mnemonic,red3,red
0,ak,1,Mnemonic,red4,red
0,ak,2,Mnemonic,blue1,blue
0.25,ak,2,Mnemonic,blue2,blue
0,ak,2,Mnemonic,blue3,blue
0,ak,2,Mnemonic,blue4,blue
0.25,ak,2,Mnemonic,green1,green
0.25,ak,2,Mnemonic,green2,green
0.25,ak,2,Mnemonic,green3,green
0.25,ak,2,Mnemonic,green4,green
0,ak,2,Mnemonic,purple1,purple
0.25,ak,2,Mnemonic,purple2,purple
0,ak,2,Mnemonic,purple3,purple
0,ak,2,Mnemonic,purple4,purple
0,ak,2,Mnemonic,red1,red
0,ak,2,Mnemonic,red2,red
0,ak,2,Mnemonic,red3,red
0,ak,2,Mnemonic,red4,red
0.5,al,0,Mnemonic,blue1,blue
0.5,al,0,Mnemonic,blue2,blue
0.5,al,0,Mnemonic,blue3,blue
0.75,al,0,Mnemonic,blue4,blue
0.5,al,0,Mnemonic,green1,green
0.5,al,0,Mnemonic,green2,green
0,al,0,Mnemonic,green3,green
0,al,0,Mnemonic,green4,green
0.75,al,0,Mnemonic,purple1,purple
0.25,al,0,Mnemonic,purple2,purple
0.5,al,0,Mnemonic,purple3,purple
0.25,al,0,Mnemonic,purple4,purple
0,al,0,Mnemonic,red1,red
0.25,al,0,Mnemonic,red2,red
0.5,al,0,Mnemonic,red3,red
0,al,0,Mnemonic,red4,red
0,al,1,Mnemonic,blue1,blue
0,al,1,Mnemonic,blue2,blue
0.5,al,1,Mnemonic,blue3,blue
0,al,1,Mnemonic,blue4,blue
1,al,1,Mnemonic,green1,green
1,al,1,Mnemonic,green2,green
1,al,1,Mnemonic,green3,green
1,al,1,Mnemonic,green4,green
0.75,al,1,Mnemonic,purple1,purple
0,al,1,Mnemonic,purple2,purple
0.25,al,1,Mnemonic,purple3,purple
0,al,1,Mnemonic,purple4,purple
0,al,1,Mnemonic,red1,red
0.25,al,1,Mnemonic,red2,red
0.5,al,1,Mnemonic,red3,red
0,al,1,Mnemonic,red4,red
0.5,al,2,Mnemonic,blue1,blue
0.5,al,2,Mnemonic,blue2,blue
0,al,2,Mnemonic,blue3,blue
0,al,2,Mnemonic,blue4,blue
0.5,al,2,Mnemonic,green1,green
0.5,al,2,Mnemonic,green2,green
0.5,al,2,Mnemonic,green3,green
0,al,2,Mnemonic,green4,green
0.5,al,2,Mnemonic,purple1,purple
0,al,2,Mnemonic,purple2,purple
0.5,al,2,Mnemonic,purple3,purple
0,al,2,Mnemonic,purple4,purple
0,al,2,Mnemonic,red1,red
0,al,2,Mnemonic,red2,red
0,al,2,Mnemonic,red3,red
0,al,2,Mnemonic,red4,red
0,am,0,Mnemonic,blue1,blue
0,am,0,Mnemonic,blue2,blue
0.5,am,0,Mnemonic,blue3,blue
0.5,am,0,Mnemonic,blue4,blue
0,am,0,Mnemonic,green1,green
0,am,0,Mnemonic,green2,green
0,am,0,Mnemonic,green3,green
0,am,0,Mnemonic,green4,green
0.75,am,0,Mnemonic,purple1,purple
1,am,0,Mnemonic,purple2,purple
0.75,am,0,Mnemonic,purple3,purple
0.25,am,0,Mnemonic,purple4,purple
0.25,am,0,Mnemonic,red1,red
0,am,0,Mnemonic,red2,red
0,am,0,Mnemonic,red3,red
0.25,am,0,Mnemonic,red4,red
0,am,1,Mnemonic,blue1,blue
0,am,1,Mnemonic,blue2,blue
0,am,1,Mnemonic,blue3,blue
0,am,1,Mnemonic,blue4,blue
0,am,1,Mnemonic,green1,green
0,am,1,Mnemonic,green2,green
0.25,am,1,Mnemonic,green3,green
0,am,1,Mnemonic,green4,green
1,am,1,Mnemonic,purple1,purple
0,am,1,Mnemonic,purple2,purple
0.5,am,1,Mnemonic,purple3,purple
0.5,am,1,Mnemonic,purple4,purple
0,am,1,Mnemonic,red1,red
0,am,1,Mnemonic,red2,red
0,am,1,Mnemonic,red3,red
0.5,am,1,Mnemonic,red4,red
0.25,am,2,Mnemonic,blue1,blue
0.25,am,2,Mnemonic,blue2,blue
0,am,2,Mnemonic,blue3,blue
0.5,am,2,Mnemonic,blue4,blue
0,am,2,Mnemonic,green1,green
0,am,2,Mnemonic,green2,green
0,am,2,Mnemonic,green3,green
0.25,am,2,Mnemonic,green4,green
1,am,2,Mnemonic,purple1,purple
1,am,2,Mnemonic,purple2,purple
0.5,am,2,Mnemonic,purple3,purple
0.5,am,2,Mnemonic,purple4,purple
0,am,2,Mnemonic,red1,red
0,am,2,Mnemonic,red2,red
0.25,am,2,Mnemonic,red3,red
1,am,2,Mnemonic,red4,red
0.75,an,0,Mnemonic,blue1,blue
0,an,0,Mnemonic,blue2,blue
0,an,0,Mnemonic,blue3,blue
1,an,0,Mnemonic,blue4,blue
0.5,an,0,Mnemonic,green1,green
0,an,0,Mnemonic,green2,green
0.75,an,0,Mnemonic,green3,green
0,an,0,Mnemonic,green4,green
0,an,0,Mnemonic,purple1,purple
0,an,0,Mnemonic,purple2,purple
0.25,an,0,Mnemonic,purple3,purple
0.25,an,0,Mnemonic,purple4,purple
0,an,0,Mnemonic,red1,red
0,an,0,Mnemonic,red2,red
0,an,0,Mnemonic,red3,red
0,an,0,Mnemonic,red4,red
0.75,an,1,Mnemonic,blue1,blue
0,an,1,Mnemonic,blue2,blue
0,an,1,Mnemonic,blue3,blue
1,an,1,Mnemonic,blue4,blue
0,an,1,Mnemonic,green1,green
0,an,1,Mnemonic,green2,green
0,an,1,Mnemonic,green3,green
0,an,1,Mnemonic,green4,green
0,an,1,Mnemonic,purple1,purple
0,an,1,Mnemonic,purple2,purple
0.25,an,1,Mnemonic,purple3,purple
0,an,1,Mnemonic,purple4,purple
0,an,1,Mnemonic,red1,red
0,an,1,Mnemonic,red2,red
0.25,an,1,Mnemonic,red3,red
0.25,an,1,Mnemonic,red4,red
0,an,2,Mnemonic,blue1,blue
0,an,2,Mnemonic,blue2,blue
0,an,2,Mnemonic,blue3,blue
0.25,an,2,Mnemonic,blue4,blue
0,an,2,Mnemonic,green1,green
0,an,2,Mnemonic,green2,green
0,an,2,Mnemonic,green3,green
0,an,2,Mnemonic,green4,green
0,an,2,Mnemonic,purple1,purple
0,an,2,Mnemonic,purple2,purple
0,an,2,Mnemonic,purple3,purple
0,an,2,Mnemonic,purple4,purple
0,an,2,Mnemonic,red1,red
0,an,2,Mnemonic,red2,red
0.25,an,2,Mnemonic,red3,red
0,an,2,Mnemonic,red4,red
0,bo,0,Recall,blue1,blue
0,bo,0,Recall,blue2,blue
0.5,bo,0,Recall,blue3,blue
0,bo,0,Recall,blue4,blue
0.5,bo,0,Recall,green1,green
0.75,bo,0,Recall,green2,green
0.75,bo,0,Recall,green3,green
0,bo,0,Recall,green4,green
0,bo,0,Recall,purple1,purple
0.5,bo,0,Recall,purple2,purple
0.75,bo,0,Recall,purple3,purple
0,bo,0,Recall,purple4,purple
0.25,bo,0,Recall,red1,red
0.5,bo,0,Recall,red2,red
0.5,bo,0,Recall,red3,red
1,bo,0,Recall,red4,red
0,bo,1,Recall,blue1,blue
0,bo,1,Recall,blue2,blue
0,bo,1,Recall,blue3,blue
0,bo,1,Recall,blue4,blue
0,bo,1,Recall,green1,green
0.25,bo,1,Recall,green2,green
0.75,bo,1,Recall,green3,green
0.25,bo,1,Recall,green4,green
0,bo,1,Recall,purple1,purple
0.5,bo,1,Recall,purple2,purple
0.25,bo,1,Recall,purple3,purple
0.5,bo,1,Recall,purple4,purple
0,bo,1,Recall,red1,red
0,bo,1,Recall,red2,red
0,bo,1,Recall,red3,red
0.5,bo,1,Recall,red4,red
0,bo,2,Recall,blue1,blue
0,bo,2,Recall,blue2,blue
0,bo,2,Recall,blue3,blue
0,bo,2,Recall,blue4,blue
0.25,bo,2,Recall,green1,green
0.25,bo,2,Recall,green2,green
0.25,bo,2,Recall,green3,green
0.5,bo,2,Recall,green4,green
0,bo,2,Recall,purple1,purple
0,bo,2,Recall,purple2,purple
0.75,bo,2,Recall,purple3,purple
0,bo,2,Recall,purple4,purple
0,bo,2,Recall,red1,red
0,bo,2,Recall,red2,red
0,bo,2,Recall,red3,red
0,bo,2,Recall,red4,red
0,co,0,Correspondence,blue1,blue
0.25,co,0,Correspondence,blue2,blue
0,co,0,Correspondence,blue3,blue
0,co,0,Correspondence,blue4,blue
0,co,0,Correspondence,green1,green
0,co,0,Correspondence,green2,green
0.75,co,0,Correspondence,green3,green
0.25,co,0,Correspondence,green4,green
0,co,0,Correspondence,purple1,purple
0.25,co,0,Correspondence,purple2,purple
0.25,co,0,Correspondence,purple3,purple
1,co,0,Correspondence,purple4,purple
0,co,0,Correspondence,red1,red
0.25,co,0,Correspondence,red2,red
0.5,co,0,Correspondence,red3,red
0.25,co,0,Correspondence,red4,red
0.25,co,1,Correspondence,blue1,blue
0.25,co,1,Correspondence,blue2,blue
0.5,co,1,Correspondence,blue3,blue
0,co,1,Correspondence,blue4,blue
0.25,co,1,Correspondence,green1,green
0.25,co,1,Correspondence,green2,green
0.75,co,1,Correspondence,green3,green
0,co,1,Correspondence,green4,green
0,co,1,Correspondence,purple1,purple
0.25,co,1,Correspondence,purple2,purple
0,co,1,Correspondence,purple3,purple
0.75,co,1,Correspondence,purple4,purple
0.25,co,1,Correspondence,red1,red
0.25,co,1,Correspondence,red2,red
0,co,1,Correspondence,red3,red
0,co,1,Correspondence,red4,red
0,co,2,Correspondence,blue1,blue
0,co,2,Correspondence,blue2,blue
0.5,co,2,Correspondence,blue3,blue
0.5,co,2,Correspondence,blue4,blue
0.75,co,2,Correspondence,green1,green
1,co,2,Correspondence,green2,green
0.5,co,2,Correspondence,green3,green
0,co,2,Correspondence,green4,green
0,co,2,Correspondence,purple1,purple
0,co,2,Correspondence,purple2,purple
0,co,2,Correspondence,purple3,purple
0,co,2,Correspondence,purple4,purple
0,co,2,Correspondence,red1,red
0,co,2,Correspondence,red2,red
0,co,2,Correspondence,red3,red
0,co,2,Correspondence,red4,red
0.25,ao,0,Mnemonic,blue1,blue
0.5,ao,0,Mnemonic,blue2,blue
1,ao,0,Mnemonic,blue3,blue
0.25,ao,0,Mnemonic,blue4,blue
0.5,ao,0,Mnemonic,green1,green
0.75,ao,0,Mnemonic,green2,green
0.75,ao,0,Mnemonic,green3,green
0.5,ao,0,Mnemonic,green4,green
0.25,ao,0,Mnemonic,purple1,purple
0.5,ao,0,Mnemonic,purple2,purple
0.5,ao,0,Mnemonic,purple3,purple
0.25,ao,0,Mnemonic,purple4,purple
0.5,ao,0,Mnemonic,red1,red
0.5,ao,0,Mnemonic,red2,red
0.5,ao,0,Mnemonic,red3,red
0.5,ao,0,Mnemonic,red4,red
0,ao,1,Mnemonic,blue1,blue
0.5,ao,1,Mnemonic,blue2,blue
0,ao,1,Mnemonic,blue3,blue
0.75,ao,1,Mnemonic,blue4,blue
0.25,ao,1,Mnemonic,green1,green
0.5,ao,1,Mnemonic,green2,green
0.25,ao,1,Mnemonic,green3,green
0,ao,1,Mnemonic,green4,green
1,ao,1,Mnemonic,purple1,purple
0.25,ao,1,Mnemonic,purple2,purple
0,ao,1,Mnemonic,purple3,purple
1,ao,1,Mnemonic,purple4,purple
0,ao,1,Mnemonic,red1,red
0.25,ao,1,Mnemonic,red2,red
0.25,ao,1,Mnemonic,red3,red
0.5,ao,1,Mnemonic,red4,red
0,ao,2,Mnemonic,blue1,blue
0,ao,2,Mnemonic,blue2,blue
0,ao,2,Mnemonic,blue3,blue
0,ao,2,Mnemonic,blue4,blue
0,ao,2,Mnemonic,green1,green
0.25,ao,2,Mnemonic,green2,green
0,ao,2,Mnemonic,green3,green
0,ao,2,Mnemonic,green4,green
0.5,ao,2,Mnemonic,purple1,purple
0,ao,2,Mnemonic,purple2,purple
0.25,ao,2,Mnemonic,purple3,purple
0.5,ao,2,Mnemonic,purple4,purple
0,ao,2,Mnemonic,red1,red
0.25,ao,2,Mnemonic,red2,red
0,ao,2,Mnemonic,red3,red
0.5,ao,2,Mnemonic,red4,red
